Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Order_Date,Delivery_Date,,
220,C001,26,3,6/3/2023,12:26:54,15/3/2023,14:41:52,Jalandhar,Holi,6/3/2023,15/3/2023,,
221,C076,28,4,8/21/2023,2:11:04,30/8/2023,14:00:35,Naihati,Raksha Bandhan,21/8/2023,30/8/2023,,
222,C099,6,5,2/26/2023,5:57:25,7/3/2023,18:20:50,Guntur,Holi,26/2/2023,7/3/2023,,
223,C051,49,2,5/2/2023,8:44:25,13/2/2023,10:17:59,Bhalswa Jahangir Pur,Valentine's Day,5/2/2023,13/2/2023,,
224,C028,34,1,8/24/2023,21:01:58,29/8/2023,2:06:40,Suryapet,Raksha Bandhan,24/8/2023,29/8/2023,,
225,C093,52,5,5/2/2023,12:12:26,6/2/2023,18:01:06,Arrah,Valentine's Day,5/2/2023,6/2/2023,,
226,C064,14,2,8/9/2023,8:48:50,12/9/2023,11:20:36,Hospet,Birthday,8/9/2023,12/9/2023,,
227,C004,24,4,12/25/2023,18:50:42,26/12/2023,14:09:44,Surat,Birthday,25/12/2023,26/12/2023,,
228,C035,36,1,10/3/2023,18:40:52,11/3/2023,10:30:00,Bijapur,Birthday,10/3/2023,11/3/2023,,
229,C079,49,3,11/2/2023,20:55:38,20/2/2023,9:32:50,Junagadh,Valentine's Day,11/2/2023,20/2/2023,,
230,C053,64,3,8/27/2023,8:27:50,1/9/2023,1:35:49,Mehsana,Raksha Bandhan,27/8/2023,1/9/2023,,
231,C093,64,3,8/24/2023,9:15:18,28/8/2023,21:13:01,Proddatur,Raksha Bandhan,24/8/2023,28/8/2023,,
232,C044,28,3,8/22/2023,12:06:09,23/8/2023,9:00:02,Nadiad,Raksha Bandhan,22/8/2023,23/8/2023,,
233,C098,64,4,8/26/2023,22:15:19,30/8/2023,4:07:39,Nizamabad,Raksha Bandhan,26/8/2023,30/8/2023,,
234,C097,42,1,3/24/2023,21:18:12,1/4/2023,0:36:53,Khandwa,All Occasions,24/3/2023,1/4/2023,,
235,C071,56,2,2/26/2023,14:26:46,3/3/2023,23:26:23,Bhilai,Anniversary,26/2/2023,3/3/2023,,
236,C044,23,5,3/9/2023,6:33:52,11/9/2023,2:10:18,Panvel,Anniversary,3/9/2023,11/9/2023,,
237,C024,55,1,8/26/2023,9:23:53,30/8/2023,8:19:20,Sasaram,Raksha Bandhan,26/8/2023,30/8/2023,,
238,C083,26,4,5/3/2023,7:56:43,11/3/2023,20:18:17,Jammu,Holi,5/3/2023,11/3/2023,,
239,C088,27,3,8/29/2023,8:33:45,6/9/2023,13:23:08,Gurgaon,Raksha Bandhan,29/8/2023,6/9/2023,,
240,C074,5,5,3/25/2023,6:03:38,30/3/2023,15:43:28,Darbhanga,All Occasions,25/3/2023,30/3/2023,,
241,C067,20,2,5/9/2023,9:52:16,7/9/2023,8:58:21,Indore,Anniversary,5/9/2023,7/9/2023,,
242,C012,21,1,8/23/2023,10:24:46,31/8/2023,16:02:32,Amroha,Raksha Bandhan,23/8/2023,31/8/2023,,
243,C043,3,1,5/2/2023,20:50:37,10/2/2023,12:30:54,Siwan,Valentine's Day,5/2/2023,10/2/2023,,
244,C041,65,3,3/20/2023,15:06:01,30/3/2023,7:06:40,Guntakal,All Occasions,20/3/2023,30/3/2023,,
245,C020,50,3,5/3/2023,6:25:26,11/3/2023,9:30:30,Noida,Holi,5/3/2023,11/3/2023,,
246,C017,69,5,2/28/2023,23:24:33,8/3/2023,0:38:49,Agra,Holi,28/2/2023,8/3/2023,,
247,C052,23,4,11/10/2023,5:58:48,16/10/2023,2:58:46,Gudivada,Anniversary,11/10/2023,16/10/2023,,
248,C044,19,5,8/2/2023,8:43:41,10/2/2023,4:15:01,Alwar,Valentine's Day,8/2/2023,10/2/2023,,
249,C003,14,2,10/9/2023,22:22:16,19/9/2023,23:17:36,Bareilly,Birthday,10/9/2023,19/9/2023,,
250,C086,37,5,8/11/2023,15:07:27,9/11/2023,1:32:06,Korba,Diwali,8/11/2023,9/11/2023,,
251,C051,7,4,2/28/2023,0:31:48,2/3/2023,0:19:44,Khora ,Holi,28/2/2023,2/3/2023,,
252,C040,69,2,2/26/2023,5:41:28,28/2/2023,8:11:16,Nandyal,Holi,26/2/2023,28/2/2023,,
253,C010,68,2,12/2/2023,14:24:46,14/2/2023,5:39:27,Bangalore,Valentine's Day,12/2/2023,14/2/2023,,
254,C093,1,5,7/7/2023,0:09:44,15/7/2023,5:27:49,Bhilai,All Occasions,7/7/2023,15/7/2023,,
255,C092,45,2,12/27/2023,3:42:35,6/1/2024,9:23:14,Suryapet,Birthday,27/12/2023,6/1/2024,,
256,C065,4,5,6/11/2023,19:13:49,14/11/2023,18:05:55,Suryapet,Diwali,6/11/2023,14/11/2023,,
257,C077,21,3,8/22/2023,15:42:59,24/8/2023,22:39:39,Chinsurah,Raksha Bandhan,22/8/2023,24/8/2023,,
258,C044,46,5,4/16/2023,5:40:39,20/4/2023,20:05:32,Vijayawada,Anniversary,16/4/2023,20/4/2023,,
259,C001,62,1,5/3/2023,15:21:54,10/3/2023,0:04:01,Sirsa,Holi,5/3/2023,10/3/2023,,
260,C100,69,5,6/3/2023,13:06:11,16/3/2023,22:22:30,Satara,Holi,6/3/2023,16/3/2023,,
261,C041,37,3,6/11/2023,14:03:50,12/11/2023,20:17:47,Malegaon,Diwali,6/11/2023,12/11/2023,,
262,C038,49,3,7/2/2023,8:05:16,11/2/2023,1:06:57,Tirunelveli,Valentine's Day,7/2/2023,11/2/2023,,
263,C081,57,4,12/3/2023,9:35:10,13/3/2023,15:22:01,Chittoor,Birthday,12/3/2023,13/3/2023,,
264,C010,52,3,9/2/2023,5:35:19,18/2/2023,15:43:46,Asansol,Valentine's Day,9/2/2023,18/2/2023,,
265,C060,58,1,10/2/2023,21:17:18,18/2/2023,6:28:33,Gudivada,Valentine's Day,10/2/2023,18/2/2023,,
266,C038,36,1,12/5/2023,13:46:56,13/5/2023,19:20:09,Sonipat,Birthday,12/5/2023,13/5/2023,,
267,C055,35,3,4/3/2023,13:38:57,12/3/2023,3:52:00,Chandrapur,Holi,4/3/2023,12/3/2023,,
268,C053,38,1,8/14/2023,7:45:59,23/8/2023,16:53:30,Katni,Birthday,14/8/2023,23/8/2023,,
269,C024,36,1,10/25/2023,1:12:12,26/10/2023,17:58:13,Raebareli,Birthday,25/10/2023,26/10/2023,,
270,C084,21,5,8/22/2023,20:21:29,1/9/2023,16:03:59,Avadi,Raksha Bandhan,22/8/2023,1/9/2023,,
271,C039,36,5,6/23/2023,18:27:42,30/6/2023,18:20:05,Patna,Birthday,23/6/2023,30/6/2023,,
272,C016,12,1,8/4/2023,9:40:05,18/4/2023,20:13:56,Kumbakonam,Anniversary,8/4/2023,18/4/2023,,
273,C047,10,2,11/22/2023,16:12:35,24/11/2023,1:52:48,Moradabad,Birthday,22/11/2023,24/11/2023,,
274,C078,41,5,2/11/2023,6:37:51,12/11/2023,20:53:36,Raebareli,Diwali,2/11/2023,12/11/2023,,
275,C028,29,1,2/3/2023,4:13:47,5/3/2023,1:17:39,Ranchi,Holi,2/3/2023,5/3/2023,,
276,C065,15,2,5/28/2023,1:34:06,1/6/2023,7:05:33,Muzaffarpur,Anniversary,28/5/2023,1/6/2023,,
277,C062,34,5,8/23/2023,19:16:40,29/8/2023,15:50:18,Bhilai,Raksha Bandhan,23/8/2023,29/8/2023,,
278,C044,1,2,6/20/2023,23:33:52,24/6/2023,5:42:44,Ballia,All Occasions,20/6/2023,24/6/2023,,
279,C067,23,4,11/24/2023,9:14:46,26/11/2023,17:51:23,Chinsurah,Anniversary,24/11/2023,26/11/2023,,
280,C003,19,3,7/2/2023,17:44:47,12/2/2023,16:31:05,Mangalore,Valentine's Day,7/2/2023,12/2/2023,,
281,C008,15,3,9/21/2023,20:36:47,25/9/2023,10:27:14,Nellore,Anniversary,21/9/2023,25/9/2023,,
282,C092,41,2,11/11/2023,10:20:49,19/11/2023,22:11:40,Mangalore,Diwali,11/11/2023,19/11/2023,,
283,C086,23,2,11/23/2023,2:51:34,30/11/2023,18:21:40,Erode,Anniversary,23/11/2023,30/11/2023,,
284,C057,17,1,10/8/2023,16:13:04,16/8/2023,11:21:57,Aurangabad,Anniversary,10/8/2023,16/8/2023,,
285,C082,7,5,2/26/2023,17:26:44,1/3/2023,12:52:20,Tirunelveli,Holi,26/2/2023,1/3/2023,,
286,C098,50,3,6/3/2023,20:05:40,12/3/2023,2:41:27,Mango,Holi,6/3/2023,12/3/2023,,
287,C011,7,5,3/3/2023,4:54:04,6/3/2023,15:39:57,Muzaffarnagar,Holi,3/3/2023,6/3/2023,,
288,C035,34,2,8/21/2023,15:58:58,23/8/2023,20:42:36,Ballia,Raksha Bandhan,21/8/2023,23/8/2023,,
289,C018,30,4,8/29/2023,23:40:01,6/9/2023,2:50:06,Imphal,Anniversary,29/8/2023,6/9/2023,,
290,C079,69,3,6/3/2023,10:27:18,10/3/2023,14:33:34,Alwar,Holi,6/3/2023,10/3/2023,,
291,C072,49,2,10/2/2023,0:12:40,11/2/2023,22:52:51,Nadiad,Valentine's Day,10/2/2023,11/2/2023,,
292,C053,54,1,9/27/2023,22:43:35,3/10/2023,1:44:47,Howrah,Anniversary,27/9/2023,3/10/2023,,
293,C003,1,4,4/9/2023,4:03:47,9/9/2023,18:10:36,Tezpur,All Occasions,4/9/2023,9/9/2023,,
294,C047,26,5,1/3/2023,21:04:18,3/3/2023,19:44:54,Nagpur,Holi,1/3/2023,3/3/2023,,
295,C079,18,1,5/29/2023,15:54:09,2/6/2023,10:06:42,Tadepalligudem,Birthday,29/5/2023,2/6/2023,,
296,C081,70,5,1/4/2023,11:55:14,11/4/2023,19:33:46,Tirunelveli,Birthday,1/4/2023,11/4/2023,,
297,C047,13,3,2/28/2023,20:15:29,5/3/2023,20:52:27,Phagwara,Holi,28/2/2023,5/3/2023,,
298,C057,3,1,11/2/2023,23:06:29,12/2/2023,2:17:43,Bahraich,Valentine's Day,11/2/2023,12/2/2023,,
299,C091,8,5,8/11/2023,11:51:21,17/11/2023,13:17:51,Vellore,Anniversary,8/11/2023,17/11/2023,,
300,C032,22,1,8/29/2023,19:20:05,8/9/2023,18:25:16,Tinsukia,All Occasions,29/8/2023,8/9/2023,,
301,C070,6,3,2/27/2023,6:24:22,4/3/2023,16:52:16,Kota,Holi,27/2/2023,4/3/2023,,
302,C071,25,4,10/24/2023,13:53:05,25/10/2023,17:13:25,Dhanbad,Anniversary,24/10/2023,25/10/2023,,
303,C051,14,1,11/20/2023,6:42:57,29/11/2023,7:08:02,Narasaraopet,Birthday,20/11/2023,29/11/2023,,
304,C088,67,3,12/3/2023,9:24:28,19/3/2023,23:09:37,Tiruchirappalli,Anniversary,12/3/2023,19/3/2023,,
305,C003,26,1,2/3/2023,0:10:44,10/3/2023,14:01:05,Lucknow,Holi,2/3/2023,10/3/2023,,
306,C085,49,4,4/2/2023,11:35:51,12/2/2023,6:38:00,Bellary,Valentine's Day,4/2/2023,12/2/2023,,
307,C042,3,1,4/2/2023,21:37:54,8/2/2023,11:28:10,Durgapur,Valentine's Day,4/2/2023,8/2/2023,,
308,C005,57,1,9/3/2023,7:54:11,12/3/2023,12:11:24,Haldia,Birthday,9/3/2023,12/3/2023,,
309,C071,60,4,10/11/2023,6:38:43,13/11/2023,5:14:33,Mangalore,Diwali,10/11/2023,13/11/2023,,
310,C061,38,3,8/20/2023,12:24:22,24/8/2023,15:42:48,Bhalswa Jahangir Pur,Birthday,20/8/2023,24/8/2023,,
311,C051,39,2,2/9/2023,9:26:47,12/9/2023,17:51:43,Mehsana,All Occasions,2/9/2023,12/9/2023,,
312,C044,9,1,8/22/2023,18:27:36,27/8/2023,6:01:14,Akola,Raksha Bandhan,22/8/2023,27/8/2023,,
313,C056,30,2,7/22/2023,19:24:29,26/7/2023,6:06:13,Thane,Anniversary,22/7/2023,26/7/2023,,
314,C029,43,4,5/11/2023,11:48:41,15/11/2023,4:55:25,Patiala,Diwali,5/11/2023,15/11/2023,,
315,C063,26,5,6/3/2023,14:21:31,9/3/2023,19:20:21,Ambattur,Holi,6/3/2023,9/3/2023,,
316,C048,2,5,11/2/2023,21:35:05,15/2/2023,7:21:50,Muzaffarnagar,Valentine's Day,11/2/2023,15/2/2023,,
317,C014,29,3,7/3/2023,18:51:27,15/3/2023,16:12:50,Ahmednagar,Holi,7/3/2023,15/3/2023,,
318,C038,26,5,7/3/2023,12:15:49,11/3/2023,15:59:47,Hosur,Holi,7/3/2023,11/3/2023,,
319,C044,64,1,8/20/2023,6:23:07,26/8/2023,22:44:23,Bikaner,Raksha Bandhan,20/8/2023,26/8/2023,,
320,C007,13,1,1/3/2023,7:49:55,8/3/2023,8:38:21,Bijapur,Holi,1/3/2023,8/3/2023,,
321,C049,12,5,8/3/2023,11:27:05,17/3/2023,9:51:43,Rampur,Anniversary,8/3/2023,17/3/2023,,
322,C056,15,1,11/4/2023,8:32:11,15/4/2023,3:30:27,Udaipur,Anniversary,11/4/2023,15/4/2023,,
323,C013,23,2,9/2/2023,18:13:04,10/2/2023,10:22:35,Khora ,Anniversary,9/2/2023,10/2/2023,,
324,C073,14,2,2/2/2023,18:47:28,11/2/2023,15:34:54,North Dumdum,Birthday,2/2/2023,11/2/2023,,
325,C091,27,5,8/25/2023,18:30:45,4/9/2023,20:02:37,Amritsar,Raksha Bandhan,25/8/2023,4/9/2023,,
326,C088,34,3,8/27/2023,15:39:05,3/9/2023,15:33:32,Panchkula,Raksha Bandhan,27/8/2023,3/9/2023,,
327,C048,51,1,9/24/2023,9:29:05,26/9/2023,20:09:05,Muzaffarnagar,All Occasions,24/9/2023,26/9/2023,,
328,C024,23,3,4/17/2023,17:51:38,22/4/2023,8:59:18,Maheshtala,Anniversary,17/4/2023,22/4/2023,,
329,C095,17,3,8/26/2023,2:22:03,4/9/2023,3:08:52,Nashik,Anniversary,26/8/2023,4/9/2023,,
330,C059,59,2,8/24/2023,20:25:09,1/9/2023,12:26:20,Shahjahanpur,Raksha Bandhan,24/8/2023,1/9/2023,,
331,C023,41,5,4/11/2023,21:49:56,5/11/2023,14:13:32,Patna,Diwali,4/11/2023,5/11/2023,,
332,C052,20,5,11/4/2023,20:14:13,18/4/2023,14:10:44,Khammam,Anniversary,11/4/2023,18/4/2023,,
333,C100,22,5,9/2/2023,6:19:15,10/2/2023,3:46:29,South Dumdum,All Occasions,9/2/2023,10/2/2023,,
334,C066,53,1,8/28/2023,21:19:46,1/9/2023,22:03:03,Patiala,Raksha Bandhan,28/8/2023,1/9/2023,,
335,C013,17,2,6/11/2023,2:09:35,8/11/2023,2:23:24,Sri Ganganagar,Anniversary,6/11/2023,8/11/2023,,
336,C069,53,1,8/20/2023,4:32:24,25/8/2023,19:54:17,Tiruchirappalli,Raksha Bandhan,20/8/2023,25/8/2023,,
337,C008,24,3,5/16/2023,14:21:12,22/5/2023,20:26:13,Siwan,Birthday,16/5/2023,22/5/2023,,
338,C087,21,3,8/20/2023,14:15:51,28/8/2023,1:34:07,Panchkula,Raksha Bandhan,20/8/2023,28/8/2023,,
339,C083,8,1,9/20/2023,20:07:19,29/9/2023,10:50:19,Sirsa,Anniversary,20/9/2023,29/9/2023,,
340,C076,38,3,7/14/2023,7:53:01,22/7/2023,2:56:01,Davanagere,Birthday,14/7/2023,22/7/2023,,
341,C028,9,2,8/20/2023,14:54:35,30/8/2023,22:32:13,Ongole,Raksha Bandhan,20/8/2023,30/8/2023,,
342,C062,36,5,3/11/2023,4:03:43,8/11/2023,16:26:16,Salem,Birthday,3/11/2023,8/11/2023,,
343,C006,66,3,6/3/2023,14:12:40,9/3/2023,9:27:05,Parbhani,Holi,6/3/2023,9/3/2023,,
344,C020,28,5,8/29/2023,17:06:22,3/9/2023,6:28:07,Tiruvottiyur,Raksha Bandhan,29/8/2023,3/9/2023,,
345,C056,45,4,9/15/2023,15:40:42,23/9/2023,23:11:31,Bellary,Birthday,15/9/2023,23/9/2023,,
346,C090,50,1,4/3/2023,23:24:17,12/3/2023,16:46:34,Pondicherry,Holi,4/3/2023,12/3/2023,,
347,C034,34,2,8/29/2023,9:46:21,8/9/2023,8:37:09,Shimoga,Raksha Bandhan,29/8/2023,8/9/2023,,
348,C060,30,2,11/28/2023,20:33:37,7/12/2023,12:02:59,Kalyan-Dombivli,Anniversary,28/11/2023,7/12/2023,,
349,C017,44,4,11/11/2023,3:32:37,12/11/2023,10:31:13,Junagadh,Diwali,11/11/2023,12/11/2023,,
350,C020,19,3,2/13/2023,12:22:57,22/2/2023,16:26:10,Kolkata,Valentine's Day,13/2/2023,22/2/2023,,
351,C099,1,1,1/16/2023,15:11:07,25/1/2023,22:29:59,Bhilai,All Occasions,16/1/2023,25/1/2023,,
352,C080,28,1,8/23/2023,23:49:45,2/9/2023,9:14:52,Bellary,Raksha Bandhan,23/8/2023,2/9/2023,,
353,C089,55,2,8/21/2023,9:43:27,24/8/2023,14:12:14,Korba,Raksha Bandhan,21/8/2023,24/8/2023,,
354,C087,13,5,2/26/2023,17:25:28,6/3/2023,9:43:32,Narasaraopet,Holi,26/2/2023,6/3/2023,,
355,C099,10,1,12/24/2023,4:52:44,2/1/2024,9:38:33,Satara,Birthday,24/12/2023,2/1/2024,,
356,C028,14,1,8/7/2023,0:41:40,9/7/2023,4:31:42,Panvel,Birthday,8/7/2023,9/7/2023,,
357,C063,62,4,3/3/2023,20:01:18,13/3/2023,20:55:34,Kavali,Holi,3/3/2023,13/3/2023,,
358,C040,55,1,8/20/2023,16:53:29,25/8/2023,13:30:37,Secunderabad,Raksha Bandhan,20/8/2023,25/8/2023,,
359,C052,47,2,2/28/2023,12:13:36,5/3/2023,20:31:30,Nagpur,Holi,28/2/2023,5/3/2023,,
360,C099,41,1,6/11/2023,3:11:57,9/11/2023,17:45:31,Belgaum,Diwali,6/11/2023,9/11/2023,,
361,C049,47,4,3/3/2023,6:09:56,11/3/2023,8:33:10,Rajkot,Holi,3/3/2023,11/3/2023,,
362,C041,31,2,10/3/2023,3:40:01,17/3/2023,10:35:23,Nashik,All Occasions,10/3/2023,17/3/2023,,
363,C022,15,2,11/27/2023,19:01:01,5/12/2023,1:50:36,Bhavnagar,Anniversary,27/11/2023,5/12/2023,,
364,C003,43,3,8/11/2023,6:09:01,9/11/2023,4:37:33,Satara,Diwali,8/11/2023,9/11/2023,,
365,C028,8,5,1/6/2023,15:31:47,4/6/2023,10:15:29,Agra,Anniversary,1/6/2023,4/6/2023,,
366,C033,3,3,8/2/2023,23:15:47,16/2/2023,10:51:38,Kolkata,Valentine's Day,8/2/2023,16/2/2023,,
367,C010,47,5,3/3/2023,0:44:09,12/3/2023,15:05:03,South Dumdum,Holi,3/3/2023,12/3/2023,,
368,C042,6,3,4/3/2023,23:03:22,6/3/2023,2:52:10,Nashik,Holi,4/3/2023,6/3/2023,,
369,C014,63,3,7/8/2023,7:23:44,15/8/2023,4:28:30,Jammu,All Occasions,7/8/2023,15/8/2023,,
370,C073,54,2,9/7/2023,5:57:39,13/7/2023,19:01:40,Danapur,Anniversary,9/7/2023,13/7/2023,,
371,C090,23,4,5/15/2023,1:27:58,19/5/2023,10:28:47,Davanagere,Anniversary,15/5/2023,19/5/2023,,
372,C006,25,3,8/11/2023,19:04:25,18/11/2023,18:28:46,Kamarhati,Anniversary,8/11/2023,18/11/2023,,
373,C026,65,2,7/6/2023,20:49:11,10/6/2023,23:57:40,North Dumdum,All Occasions,7/6/2023,10/6/2023,,
374,C087,4,1,7/11/2023,7:47:32,9/11/2023,22:32:44,Guna,Diwali,7/11/2023,9/11/2023,,
375,C091,46,1,11/2/2023,4:16:25,20/2/2023,19:37:38,Mysore,Anniversary,11/2/2023,20/2/2023,,
376,C097,10,2,5/14/2023,20:18:32,19/5/2023,23:48:02,Bulandshahr,Birthday,14/5/2023,19/5/2023,,
377,C013,55,4,8/26/2023,8:34:06,31/8/2023,11:47:09,Ghaziabad,Raksha Bandhan,26/8/2023,31/8/2023,,
378,C040,6,2,1/3/2023,11:30:20,8/3/2023,19:26:52,Hindupur,Holi,1/3/2023,8/3/2023,,
379,C078,66,1,3/3/2023,23:31:41,6/3/2023,10:44:03,Bhavnagar,Holi,3/3/2023,6/3/2023,,
380,C009,60,4,8/11/2023,13:33:02,15/11/2023,23:40:37,Bidhannagar,Diwali,8/11/2023,15/11/2023,,
381,C013,25,3,1/25/2023,18:30:03,28/1/2023,6:21:06,Tiruchirappalli,Anniversary,25/1/2023,28/1/2023,,
382,C003,24,1,3/6/2023,10:02:19,13/6/2023,21:53:48,Kamarhati,Birthday,3/6/2023,13/6/2023,,
383,C016,37,1,6/11/2023,0:16:45,8/11/2023,20:09:52,Panchkula,Diwali,6/11/2023,8/11/2023,,
384,C004,25,3,11/5/2023,16:57:57,15/5/2023,13:57:13,Bhilai,Anniversary,11/5/2023,15/5/2023,,
385,C002,50,4,3/3/2023,1:16:01,8/3/2023,10:46:18,Alwar,Holi,3/3/2023,8/3/2023,,
386,C091,5,4,4/6/2023,12:47:45,14/6/2023,21:34:41,Jalandhar,All Occasions,4/6/2023,14/6/2023,,
387,C061,1,2,4/30/2023,5:38:25,9/5/2023,2:15:58,Ahmedabad,All Occasions,30/4/2023,9/5/2023,,
388,C066,36,2,10/11/2023,0:15:10,18/11/2023,10:37:06,Jalna,Birthday,10/11/2023,18/11/2023,,
389,C061,29,2,6/3/2023,3:26:18,16/3/2023,18:13:40,Mahbubnagar,Holi,6/3/2023,16/3/2023,,
390,C043,26,4,3/3/2023,15:40:56,10/3/2023,23:02:07,Akola,Holi,3/3/2023,10/3/2023,,
391,C083,22,4,12/29/2023,13:44:06,7/1/2024,12:58:41,Bareilly,All Occasions,29/12/2023,7/1/2024,,
392,C085,4,2,5/11/2023,3:18:55,6/11/2023,18:53:09,Gangtok,Diwali,5/11/2023,6/11/2023,,
393,C087,17,5,11/14/2023,11:01:18,22/11/2023,16:10:46,Solapur,Anniversary,14/11/2023,22/11/2023,,
394,C028,38,5,3/23/2023,4:26:37,31/3/2023,19:25:58,Dewas,Birthday,23/3/2023,31/3/2023,,
395,C067,26,2,3/3/2023,23:14:54,6/3/2023,18:32:37,Hosur,Holi,3/3/2023,6/3/2023,,
396,C068,10,5,3/15/2023,15:30:58,16/3/2023,1:45:01,Tiruvottiyur,Birthday,15/3/2023,16/3/2023,,
397,C034,4,5,9/11/2023,6:48:09,14/11/2023,13:32:34,Junagadh,Diwali,9/11/2023,14/11/2023,,
398,C080,54,1,5/5/2023,8:45:21,15/5/2023,10:01:43,Dehradun,Anniversary,5/5/2023,15/5/2023,,
399,C008,68,1,8/2/2023,6:21:47,15/2/2023,7:08:14,Bareilly,Valentine's Day,8/2/2023,15/2/2023,,
400,C083,45,3,7/5/2023,14:05:01,15/5/2023,18:10:53,Kumbakonam,Birthday,7/5/2023,15/5/2023,,
401,C089,9,5,8/29/2023,19:53:33,4/9/2023,7:19:07,Bharatpur,Raksha Bandhan,29/8/2023,4/9/2023,,
402,C037,29,1,5/3/2023,16:42:29,8/3/2023,13:32:50,Thrissur,Holi,5/3/2023,8/3/2023,,
403,C075,57,1,6/1/2023,11:45:28,16/1/2023,20:13:26,Chapra,Birthday,6/1/2023,16/1/2023,,
404,C055,21,5,8/22/2023,7:55:20,24/8/2023,22:27:19,South Dumdum,Raksha Bandhan,22/8/2023,24/8/2023,,
405,C033,49,1,10/2/2023,23:05:14,18/2/2023,14:47:38,Guwahati,Valentine's Day,10/2/2023,18/2/2023,,
406,C049,55,4,8/25/2023,15:59:17,2/9/2023,6:23:53,Srikakulam,Raksha Bandhan,25/8/2023,2/9/2023,,
407,C074,69,3,2/26/2023,8:52:11,28/2/2023,4:09:44,Jamalpur,Holi,26/2/2023,28/2/2023,,
408,C063,31,2,5/3/2023,12:19:26,11/3/2023,4:41:38,Haldia,All Occasions,5/3/2023,11/3/2023,,
409,C049,50,4,2/26/2023,17:43:59,28/2/2023,19:44:57,Khammam,Holi,26/2/2023,28/2/2023,,
410,C025,24,1,1/1/2023,20:20:49,2/1/2023,5:57:06,Surendranagar Dudhrej,Birthday,1/1/2023,2/1/2023,,
411,C006,48,1,5/11/2023,16:31:34,8/11/2023,7:21:26,Nadiad,Diwali,5/11/2023,8/11/2023,,
412,C081,67,2,10/28/2023,9:28:24,31/10/2023,23:14:27,Maheshtala,Anniversary,28/10/2023,31/10/2023,,
413,C050,59,5,8/22/2023,5:32:17,30/8/2023,20:21:11,Amritsar,Raksha Bandhan,22/8/2023,30/8/2023,,
414,C034,7,4,2/28/2023,21:18:11,7/3/2023,1:07:31,Raurkela Industrial Township,Holi,28/2/2023,7/3/2023,,
415,C065,14,4,8/6/2023,20:08:30,10/6/2023,1:20:56,Hajipur,Birthday,8/6/2023,10/6/2023,,
416,C006,58,5,12/2/2023,16:41:02,17/2/2023,9:37:01,Saharanpur,Valentine's Day,12/2/2023,17/2/2023,,
417,C004,62,4,7/3/2023,22:40:40,11/3/2023,5:56:33,Khammam,Holi,7/3/2023,11/3/2023,,
418,C069,64,3,8/24/2023,13:17:22,1/9/2023,11:37:10,Karimnagar,Raksha Bandhan,24/8/2023,1/9/2023,,
419,C065,47,3,5/3/2023,17:18:51,11/3/2023,13:53:36,Agartala,Holi,5/3/2023,11/3/2023,,
420,C039,6,3,2/27/2023,8:36:20,28/2/2023,0:07:29,Kota,Holi,27/2/2023,28/2/2023,,
421,C066,38,4,8/8/2023,20:16:30,12/8/2023,19:04:00,Serampore,Birthday,8/8/2023,12/8/2023,,
422,C044,53,2,8/20/2023,3:03:58,29/8/2023,4:05:39,Eluru,Raksha Bandhan,20/8/2023,29/8/2023,,
423,C067,19,1,11/2/2023,16:46:58,17/2/2023,0:10:05,Alappuzha,Valentine's Day,11/2/2023,17/2/2023,,
424,C072,7,4,1/3/2023,3:04:56,9/3/2023,10:27:03,Kishanganj,Holi,1/3/2023,9/3/2023,,
425,C071,56,1,9/30/2023,0:02:06,9/10/2023,22:59:28,North Dumdum,Anniversary,30/9/2023,9/10/2023,,
426,C073,2,2,2/13/2023,22:59:54,17/2/2023,13:51:00,Kharagpur,Valentine's Day,13/2/2023,17/2/2023,,
427,C042,48,5,3/11/2023,7:56:32,13/11/2023,22:46:12,Gudivada,Diwali,3/11/2023,13/11/2023,,
428,C038,10,2,6/12/2023,3:32:38,12/12/2023,19:37:01,Khora ,Birthday,6/12/2023,12/12/2023,,
429,C007,9,5,8/22/2023,22:46:57,31/8/2023,12:43:52,Bahraich,Raksha Bandhan,22/8/2023,31/8/2023,,
430,C045,27,2,8/27/2023,7:20:30,31/8/2023,10:03:32,Rourkela,Raksha Bandhan,27/8/2023,31/8/2023,,
431,C057,1,4,12/13/2023,19:13:43,19/12/2023,21:02:24,Varanasi,All Occasions,13/12/2023,19/12/2023,,
432,C092,12,4,5/1/2023,12:09:27,13/1/2023,19:40:38,Ballia,Anniversary,5/1/2023,13/1/2023,,
433,C068,7,5,2/26/2023,23:33:51,2/3/2023,4:19:56,Amravati,Holi,26/2/2023,2/3/2023,,
434,C020,51,4,11/28/2023,7:23:06,29/11/2023,19:43:32,Kirari Suleman Nagar,All Occasions,28/11/2023,29/11/2023,,
435,C017,53,4,8/22/2023,17:27:30,27/8/2023,12:35:14,Mira-Bhayandar,Raksha Bandhan,22/8/2023,27/8/2023,,
436,C058,8,1,1/27/2023,6:08:00,3/2/2023,8:15:49,Salem,Anniversary,27/1/2023,3/2/2023,,
437,C010,55,1,8/24/2023,6:30:47,27/8/2023,22:56:38,Uluberia,Raksha Bandhan,24/8/2023,27/8/2023,,
438,C037,34,2,8/26/2023,9:27:17,27/8/2023,3:18:31,Tadepalligudem,Raksha Bandhan,26/8/2023,27/8/2023,,
